"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon May 22 11:17:28 GMT 2023","Mon May 22 11:17:28 GMT 2023","767","Surefire suite","Surefire test","com.cars.CarsComTest","com.cars.CarsComTest","verifySearchCarCard","Search the Car",""
