"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon May 22 13:35:49 GMT 2023","Mon May 22 13:35:50 GMT 2023","893","Surefire suite","Surefire test","com.cars.CarsComTest","com.cars.CarsComTest","verifySearchCarCard","Search the Car",""
