"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon May 22 10:15:01 GMT 2023","Mon May 22 10:15:02 GMT 2023","375","Surefire suite","Surefire test","com.cars.CarsComTest","com.cars.CarsComTest","verifySearchCarCard","Search the Car",""
